Chisq frac_deut l_lipid sigma background0 scale0 sld_solvent0 vf0 background1 sld_solvent1 background2 sld_solvent2 
-119467.35810399965 0.818573412298498 9.255104784951024 2.2571687379666265 0.0317544686441604 2.2333333493109375 6.311344813645782 0.09502415956089508 0.7577180085734705 1.737717280952488 1.2544597726237947 -0.5417973361815194 
-82858.56559015391 0.9557528093869612 10.432688649964506 2.4668494834664183 0.07005359349001057 3.121643602452764 6.389308047439511 0.03893214916299031 0.7090481584826915 2.0155072218748775 0.8876041684079015 -0.5537263117281935 
-152407.4036649583 0.9693797309763895 8.17547054491692 2.6117949423656337 0.06691793400326547 9.3140919739706 6.392516234128554 0.027900666172994203 0.6698249170288656 2.959182313517427 0.7724999704876512 -0.5403010630242271 
-82685.3452742915 0.8231622963629512 9.788479530414502 2.408740776247136 0.10451506908549378 1.8212207869323906 6.226913203201535 0.09510963749375646 0.6621080035325945 1.9123836049920961 1.070678971589011 -0.5436792240996245 
-120139.51065261941 0.8178568991663924 9.115762348056515 2.0130678939354247 0.08027896500895874 14.34622305484398 6.280275867728208 0.01251325016770644 0.637164235291099 1.1553990319884522 1.3588430537255327 -0.5553922807938817 
-284145.7167004189 0.857710298428123 11.859316913314835 2.427186563468089 0.1421015240298644 2.7393882622408174 6.226423458323644 0.04432849755688735 0.7909478324851281 2.101375648154528 0.9658179173907164 -0.5425516494932089 
-119467.35810399965 0.818573412298498 9.255104784951024 2.2571687379666265 0.0317544686441604 2.2333333493109375 6.311344813645782 0.09502415956089508 0.7577180085734705 1.737717280952488 1.2544597726237947 -0.5417973361815194 
-43322.64725296728 0.9196536205245427 10.983495537757438 2.8854940282345662 0.061973928344311736 7.885897392342659 6.205813638388191 0.017060112155729727 0.6831211521765705 2.0600749639658256 1.217246872049981 -0.5440624034746477 
-79129.4073447418 0.8627584398867062 8.479035138221313 2.8180271267717334 0.03967675831673759 3.212653945612104 6.213978105418728 0.08606375955684709 0.6614440475133928 2.3682217251683775 1.2301698216911936 -0.5495843891037298 
-66011.16593387298 0.8608513432700212 10.247216679065206 2.883621763589519 0.04845937462979542 4.288097152008827 6.247570350433423 0.03159664367821401 0.6500170523610914 1.9838380414977936 1.205750307128811 -0.5502186605538733 
-31157.356964924715 0.8651277098261473 11.105826264039406 2.4246427718879193 0.06960691856811212 1.729907155790119 6.307131668479695 0.067527644418229 0.6957425643061044 1.547763924583646 1.2094404700040697 -0.5552337609439503 
-94159.78601602415 0.8421856932195871 9.328094444369937 2.220767568685884 0.03710107493763494 5.775283020408487 6.350962878633086 0.03600803356921909 0.7508623640087398 1.8943157961386188 1.2327608444167475 -0.5594064547186188 
-51755.06910157973 0.7927983417191071 9.222221131069029 2.2622913535014213 0.06925728297025702 10.445136768804865 6.22807703561391 0.016041248380696534 0.6771183158417171 1.2272171070935924 1.1446100950834621 -0.558033943815176 
-47594.13665063909 0.8620232761964639 9.374449965689886 2.1642934180685165 0.045817692734212684 2.1055912382883335 6.32083695415283 0.08789344863880992 0.6315063424164749 2.0496147901754953 0.9848860434177348 -0.5511000616201236 
-72654.16089091185 0.8677624905646435 8.530700801264707 2.6887642247037253 0.10046040368186603 2.85878500110806 6.390072505238019 0.06601898552846322 0.6868919411854083 1.78219102922438 1.1434852784707212 -0.5438556944775287 
-191340.9717680537 0.8597221819166545 8.665983642746713 2.745160441522707 0.1089382041794273 9.552404066437859 6.20488988566471 0.023796077195301434 0.7316879276405465 2.340465840864026 1.366657469113388 -0.5410529947189096 
-87594.00258525071 0.915048836100659 8.24666249528213 2.3257543516631327 0.07444753709791904 2.4071492691064926 6.2618060605729235 0.07072190949524872 0.6675019820596726 1.8813938550644635 1.2494435145193001 -0.5478182616841638 
-111525.13747036146 0.8683742473682813 9.466210922699391 2.6583879548889184 0.06131385651983519 11.215060553782914 6.270020489017278 0.022499036476987543 0.7607260111393904 2.426613091015773 1.1781296887596648 -0.5460590893942192 
-32442.333533739984 0.9213872755812927 8.168387614779043 2.7238112951501017 0.07797012272873909 6.411872570158255 6.240985093404801 0.03538301623780171 0.6633121991022428 2.142043658307361 1.070643730602821 -0.5506208828416953 
-81152.65214600775 0.952589037015566 9.96570093024377 2.5143301621995815 0.07780174646554887 3.275399861574058 6.246189991105596 0.03652515016518793 0.7116106464188916 1.7307850223996715 0.9761091269286654 -0.556996285784674 
-43902.92598702367 0.8065893967706228 9.222216407815983 2.262290424928455 0.0692572656818077 10.445149406477807 6.228073707690368 0.016041242626116097 0.6771189449965848 1.2272170834606013 1.1446079791136556 -0.5580334337634937 
-187170.50566286477 0.8849357138944105 8.842385158839255 2.966640209286222 0.05432809053776511 2.3768003597610567 6.363158909601975 0.08962464733713776 0.6124532424538554 1.519389234476549 1.4726021453240434 -0.5481223372586728 
-67567.79034945795 0.8626125499503189 10.198741687555065 2.3734239102331203 0.07308442691179166 2.3135269147470092 6.257488979669187 0.07627394650724022 0.6449060491886432 2.6598154498890154 1.0427571402087328 -0.541469511893101 
-75453.58060093682 0.8221509765205318 8.733410384517587 2.613296186036338 0.08824275048827236 12.868841576466213 6.33568559319642 0.01739540674839359 0.7268311474184561 1.5576220869909403 1.031746391512602 -0.547109299123919 
-130623.2543789646 0.8495949316982326 11.624094551754583 2.0271251497855602 0.07254485412446603 4.353555630417396 6.27204244713605 0.03828581119001509 0.8107651171345046 2.3479789628103545 1.1466771951840244 -0.5580492227108853 
-75829.88006942275 0.7959223201030936 10.83078506944056 2.006652196668266 0.035363170411256604 5.034647180674903 6.260648971488367 0.024891210095349062 0.6900897016618571 1.1971832025494582 1.130004008038047 -0.5494239136860164 
-71731.09300342169 0.8411185032023053 11.554750607274828 2.258924182101181 0.08664377095007425 2.9460766386370736 6.275637531724779 0.04156453463880428 0.6607035974141408 2.2430936068496434 1.0238441210081632 -0.5453898069221633 
-42646.06749138833 0.9196540723617549 10.98351207122943 2.885491930684696 0.061973994495865145 7.885912965466102 6.216162306597012 0.017060128867907108 0.6831208508633257 2.060073651018163 1.217246121396539 -0.5440616179049119 
-13511.183957529165 0.8583044721699584 10.646005773656148 2.5829526120511628 0.06818017970440957 1.587519825309432 6.262435439653047 0.09270612323152855 0.7136928020266261 1.9086747628929563 1.1078015276184596 -0.5512167878195926 
-43902.92598702367 0.8065893967706228 9.222216407815983 2.262290424928455 0.0692572656818077 10.445149406477807 6.228073707690368 0.016041242626116097 0.6771189449965848 1.2272170834606013 1.1446079791136556 -0.5580334337634937 
-70642.22266631131 0.9094297303476907 10.317385682016173 2.528276649543593 0.04112854696175476 2.1480824352527246 6.302313074080155 0.08959576745281907 0.7106953592344712 2.6662984590335235 1.0748482456205102 -0.5436938519479099 
-107452.53473323428 0.872760743855016 9.173788842909952 2.3189440943089474 0.059988093194724534 4.1022562532729125 6.323395334091248 0.04321073865982197 0.5707864543590325 2.3555418374815122 1.1256088711674157 -0.542547708649137 
-66011.16593387298 0.8608513432700212 10.247216679065206 2.883621763589519 0.04845937462979542 4.288097152008827 6.247570350433423 0.03159664367821401 0.6500170523610914 1.9838380414977936 1.205750307128811 -0.5502186605538733 
-171649.18594477634 0.9109932191405162 11.207269627849147 2.074107849512714 0.09505675682170145 13.244586701460587 6.350961047937116 0.01282910508792093 0.6718109047934819 2.4540984689977625 0.7829770254211253 -0.5569399337921792 
-66011.16593387298 0.8608513432700212 10.247216679065206 2.883621763589519 0.04845937462979542 4.288097152008827 6.247570350433423 0.03159664367821401 0.6500170523610914 1.9838380414977936 1.205750307128811 -0.5502186605538733 
-183557.0899478673 0.91766315227374 11.195732049658242 2.0351852510872552 0.11564406784982491 1.600137305033963 6.286678120239183 0.07595645125107992 0.5833697268211262 1.8024935533364537 1.3198832916211451 -0.541653571998348 
-77939.72361847368 0.8627581788374152 8.191132113101322 2.8180274391444127 0.03967678817874246 3.2126497600749095 6.213976879475772 0.0860638124154304 0.661444838362981 2.368216725993163 1.2301701881467701 -0.5495845281750794 
-77542.04913253157 0.7837335077929986 9.008160128840748 2.1096577599835307 0.0591482267474421 2.237797263443841 6.347022615307229 0.07288937794843633 0.6590045331916159 1.197381463529708 1.047436152606652 -0.5436287280488795 
-67311.64234785667 0.88860781999203 11.144281778715206 2.0128156731865907 0.07468641549572042 2.3689578354713454 6.241036120975684 0.06496601302901406 0.7719461165225546 2.3042813623673513 0.9867698242968849 -0.548506204228238 
-75453.58060093682 0.8221509765205318 8.733410384517587 2.613296186036338 0.08824275048827236 12.868841576466213 6.33568559319642 0.01739540674839359 0.7268311474184561 1.5576220869909403 1.031746391512602 -0.547109299123919 
-676712.111584448 0.984488251808129 8.826421253894765 2.7797640378609256 0.20026351087163954 9.053075864586907 6.349183157581471 0.020128383479459305 0.644213190991907 2.405871467481559 0.9108355709106042 -0.5572308823554726 
-38912.805367217195 0.8374913284387222 9.110928348785919 2.2330806911181917 0.08255920115639095 4.817853588844441 6.238124134663698 0.03564873119310025 0.6599872283442864 1.3936683585769511 1.1311284510440553 -0.5518962554221094 
-43079.15044172539 0.8376306339297207 10.46535709803477 2.0909189838839315 0.052035900228737136 13.938285235460274 6.264640163078978 0.013231897934398123 0.6608332129314314 2.009246281515889 1.0021667143643525 -0.5418714425093324 
-30373.803800979236 0.8670722962179115 10.913216716727113 2.8898377118778797 0.054671624327434026 1.9830229977605351 6.21194824347965 0.06802251059104338 0.6289772224709248 1.5230985328854378 1.1408894736966202 -0.5481125732648171 
-124606.56829531546 0.9250246959913331 8.665976033392914 2.745163840533494 0.10893826161378903 9.55239861511994 6.204887752262625 0.023796053235246317 0.7316877119544997 2.34046666379627 1.1861095393028365 -0.5433997633837442 
-56093.563270242215 0.8129399808153304 10.058552192225099 2.063087246535603 0.062209902872683485 2.8789723301643617 6.333095486306365 0.04471730389534863 0.7116616127261134 1.1039761823783603 1.1260532685314832 -0.5547064708910866 
-16492.100250055733 0.8490433431928559 11.590344905128548 2.5799671206691066 0.06602769555106616 8.87488272111967 6.251367643165777 0.01465516019334399 0.6943047734613677 1.878139545149225 1.0891208080019206 -0.5588690187256161 
-151639.9767936748 0.865353709174222 8.757916301419735 2.8580969377013656 0.06637427159757361 3.03594729079762 6.279396945991062 0.06846431717581926 0.8534037091681054 1.9114373684923254 1.0439007998865526 -0.554681266011058 
-50174.073036833026 0.9705558938901276 10.69763304735947 2.772972214169832 0.05864181381210176 1.3630191861118581 6.301771281851095 0.09638310629608235 0.700974613188011 2.5457013855204775 1.0764197632725399 -0.540816124690931 
-20300.547925610485 0.8630539750716115 9.055599990245913 2.8425830493577817 0.06665372660548068 4.737780866933894 6.2503029898472295 0.038959282776081586 0.6748364702539789 1.6545612334181337 1.160022291121063 -0.5477864753756916 
-99331.48149006628 0.8809075498425082 8.944615409352714 2.942967732900902 0.06659571479930804 6.461866239681044 6.333585228193314 0.028570607842305307 0.6493294713421476 1.3103219856721922 0.8381501534278244 -0.5587069360099245 
-44427.41077274707 0.8837822922335006 10.139639946583408 2.2079658695636533 0.09121398682815646 13.264576146604892 6.259022359058986 0.011673227099846844 0.6586502820988402 2.090506822836044 1.0852149175330497 -0.549600300571446 
-77939.72361847368 0.8627581788374152 8.191132113101322 2.8180274391444127 0.03967678817874246 3.2126497600749095 6.213976879475772 0.0860638124154304 0.661444838362981 2.368216725993163 1.2301701881467701 -0.5495845281750794 
-113667.92031991412 0.817857872238266 9.115736639553115 2.2370284793039232 0.08027877610255953 14.346216883909994 6.280266876305122 0.01251325168249991 0.6371643885662236 1.4954070113355669 1.358844244105764 -0.5553932687849464 
-159014.174778266 0.9176636179045482 11.195754592463745 2.035181974411127 0.10229442330122525 1.6001385754712891 6.244085876234076 0.059805397008619005 0.6175234453381266 1.8024936128477127 1.3198846788090282 -0.5416537709992234 
-130623.2543789646 0.8495949316982326 11.624094551754583 2.0271251497855602 0.07254485412446603 4.353555630417396 6.27204244713605 0.03828581119001509 0.8107651171345046 2.3479789628103545 1.1466771951840244 -0.5580492227108853 
-75829.88006942275 0.7959223201030936 10.83078506944056 2.006652196668266 0.035363170411256604 5.034647180674903 6.260648971488367 0.024891210095349062 0.6900897016618571 1.1971832025494582 1.130004008038047 -0.5494239136860164 
-40677.507079887946 0.891921666351902 11.05934634208139 2.307681737622508 0.07117391811256023 2.4409482460540257 6.369055732258415 0.05082159876780522 0.6955130146462603 1.3445562394011685 1.1177205650783792 -0.5532268322777563 
-27042.541757088424 0.8713501248639673 10.163107585080148 2.3215737927250863 0.07948804919738106 3.0591177220146277 6.282646283839997 0.05221078366277242 0.6755748353393654 1.7220279981839013 1.2020306009000097 -0.5545778981419837 
-155145.58606979865 0.9109948487340669 11.207269234599604 2.0741076964460388 0.09505673396647486 13.244586399250206 6.350968891510443 0.012829104562425302 0.6835723147002755 2.454099689381197 0.8135337020014233 -0.5510393602200747 
