#      z (A)        rho (1e-6/A2)       irho (1e-6/A2)
-10.00000000   2.06900000   0.00000000
  0.00000000   2.06900000   0.00000000
  0.00000000   4.51718208   0.00000000
  5.81150471   4.51718208   0.00000000
  5.81150471   2.15593878   0.00000000
118.84318914   2.15593878   0.00000000
118.84318914   2.15593878   0.00000000
119.84318914   2.15593878   0.00000000
119.84318914   2.15424888   0.00000000
120.34318914   2.15424888   0.00000000
120.34318914   2.15251820   0.00000000
120.84318914   2.15251820   0.00000000
120.84318914   2.15014727   0.00000000
121.34318914   2.15014727   0.00000000
121.34318914   2.14708197   0.00000000
121.84318914   2.14708197   0.00000000
121.84318914   2.14325486   0.00000000
122.34318914   2.14325486   0.00000000
122.34318914   2.13858545   0.00000000
122.84318914   2.13858545   0.00000000
122.84318914   2.13298052   0.00000000
123.34318914   2.13298052   0.00000000
123.34318914   2.12633459   0.00000000
123.84318914   2.12633459   0.00000000
123.84318914   2.11853056   0.00000000
124.34318914   2.11853056   0.00000000
124.34318914   2.10944057   0.00000000
124.84318914   2.10944057   0.00000000
124.84318914   2.09892702   0.00000000
125.34318914   2.09892702   0.00000000
125.34318914   2.08684392   0.00000000
125.84318914   2.08684392   0.00000000
125.84318914   2.07303847   0.00000000
126.34318914   2.07303847   0.00000000
126.34318914   2.05735294   0.00000000
126.84318914   2.05735294   0.00000000
126.84318914   2.03962683   0.00000000
127.34318914   2.03962683   0.00000000
127.34318914   2.01969931   0.00000000
127.84318914   2.01969931   0.00000000
127.84318914   1.99741198   0.00000000
128.34318914   1.99741198   0.00000000
128.34318914   1.97261178   0.00000000
128.84318914   1.97261178   0.00000000
128.84318914   1.94515418   0.00000000
129.34318914   1.94515418   0.00000000
129.34318914   1.91490649   0.00000000
129.84318914   1.91490649   0.00000000
129.84318914   1.88175122   0.00000000
130.34318914   1.88175122   0.00000000
130.34318914   1.84558952   0.00000000
130.84318914   1.84558952   0.00000000
130.84318914   1.80634449   0.00000000
131.34318914   1.80634449   0.00000000
131.34318914   1.76396431   0.00000000
131.84318914   1.76396431   0.00000000
131.84318914   1.71842518   0.00000000
132.34318914   1.71842518   0.00000000
132.34318914   1.66973386   0.00000000
132.84318914   1.66973386   0.00000000
132.84318914   1.61792976   0.00000000
133.34318914   1.61792976   0.00000000
133.34318914   1.56308654   0.00000000
133.84318914   1.56308654   0.00000000
133.84318914   1.50531311   0.00000000
134.34318914   1.50531311   0.00000000
134.34318914   1.44475389   0.00000000
134.84318914   1.44475389   0.00000000
134.84318914   1.38158848   0.00000000
135.34318914   1.38158848   0.00000000
135.34318914   1.31603053   0.00000000
135.84318914   1.31603053   0.00000000
135.84318914   1.24832589   0.00000000
136.34318914   1.24832589   0.00000000
136.34318914   1.17875001   0.00000000
136.84318914   1.17875001   0.00000000
136.84318914   1.10760476   0.00000000
137.34318914   1.10760476   0.00000000
137.34318914   1.03521450   0.00000000
137.84318914   1.03521450   0.00000000
137.84318914   0.96192177   0.00000000
138.34318914   0.96192177   0.00000000
138.34318914   0.88808244   0.00000000
138.84318914   0.88808244   0.00000000
138.84318914   0.81406069   0.00000000
139.34318914   0.81406069   0.00000000
139.34318914   0.74022379   0.00000000
139.84318914   0.74022379   0.00000000
139.84318914   0.66693700   0.00000000
140.34318914   0.66693700   0.00000000
140.34318914   0.59455873   0.00000000
140.84318914   0.59455873   0.00000000
140.84318914   0.52343625   0.00000000
141.34318914   0.52343625   0.00000000
141.34318914   0.45390229   0.00000000
141.84318914   0.45390229   0.00000000
141.84318914   0.38627279   0.00000000
142.34318914   0.38627279   0.00000000
142.34318914   0.32084626   0.00000000
142.84318914   0.32084626   0.00000000
142.84318914   0.25790522   0.00000000
143.34318914   0.25790522   0.00000000
143.34318914   0.19771999   0.00000000
143.84318914   0.19771999   0.00000000
143.84318914   0.14055528   0.00000000
144.34318914   0.14055528   0.00000000
144.34318914   0.08667972   0.00000000
144.84318914   0.08667972   0.00000000
144.84318914   0.03637809   0.00000000
145.34318914   0.03637809   0.00000000
145.34318914  -0.01003432   0.00000000
145.84318914  -0.01003432   0.00000000
145.84318914  -0.05219640   0.00000000
146.34318914  -0.05219640   0.00000000
146.34318914  -0.08968685   0.00000000
146.84318914  -0.08968685   0.00000000
146.84318914  -0.12201333   0.00000000
147.34318914  -0.12201333   0.00000000
147.34318914  -0.14860804   0.00000000
147.84318914  -0.14860804   0.00000000
147.84318914  -0.16883317   0.00000000
148.34318914  -0.16883317   0.00000000
148.34318914  -0.18199888   0.00000000
148.84318914  -0.18199888   0.00000000
148.84318914  -0.18739628   0.00000000
149.34318914  -0.18739628   0.00000000
149.34318914  -0.18434568   0.00000000
149.84318914  -0.18434568   0.00000000
149.84318914  -0.17225906   0.00000000
150.34318914  -0.17225906   0.00000000
